Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,DEFAULT
24000,36,0.2944,150000.0,692,Credit Card Refinancing,MORTGAGE,CT,Health care,2019,3,0
20000,60,0.1264,56000.0,682,Debt Consolidation,RENT,MI,Health care,2019,0,0
25000,60,0.1922,145000.0,682,Debt Consolidation,MORTGAGE,OH,Driver/Transportation,2019,12,0
10000,36,15.6,127500.0,670,credit_card,rent,VA,Others,2019,3 years,0
33300,60,0.387,108000.0,712,Debt Consolidation,RENT,NY,Skilled Labor,2018,10,0
16000,60,8.63,100000.0,495,debt_consolidation,rent,CA,,2018,< 1 year,0
29775,60,14.67,120000.0,725,debt_consolidation,rent,CA,Office,2019,10+ years,0
13500,36,0.1857,90000.0,737,Debt Consolidation,MORTGAGE,NY,Health care,2018,9,0
12750,60,0.1625,100000.0,717,Other,OWN,FL,Small Business,2020,0,0
15950,36,0.1896,60000.0,672,Debt Consolidation,MORTGAGE,WI,Skilled Labor,2020,17,0
30000,36,0.3009,70000.0,672,Credit Card Refinancing,OWN,AL,Skilled Labor,2019,14,0
40000,60,17.78,120000.0,710,credit_card,mortgage,CA,,2019,< 1 year,0
40000,36,0.1004,159996.0,732,Debt Consolidation,RENT,CO,Others,2019,2,0
20000,60,0.2116,107000.0,667,Debt Consolidation,MORTGAGE,CA,,2018,0,0
22400,36,0.2661,51000.0,687,Credit Card Refinancing,RENT,GA,Food/Hospitality,2020,3,0
5500,36,0.1653,54000.0,697,Credit Card Refinancing,RENT,MD,Education,2020,0,0
5000,36,0.3464,51000.0,712,Home Improvement,MORTGAGE,FL,Office,2018,7,0
23000,60,0.1733,50000.0,692,Debt Consolidation,OWN,CA,Others,2019,0,0
15000,36,0.1851,89000.0,672,Business,RENT,PA,Skilled Labor,2019,1,0
10400,60,0.091,50000.0,662,Debt Consolidation,MORTGAGE,MI,,2019,< 1 year,0
10000,60,0.0954,57000.0,662,Debt Consolidation,MORTGAGE,IN,Office,2019,5,0
25000,36,0.1909,76000.0,742,Home Purchase,RENT,NY,Customer Service,2018,12,0
40000,60,0.1209,150000.0,697,Debt Consolidation,RENT,TX,Others,2019,2,0
14000,36,0.203,49000.0,677,Debt Consolidation,RENT,CA,Others,2019,7,0
12600,36,0.3868,30000.0,662,Debt Consolidation,OWN,SC,Small Business,2019,8,1
21025,36,0.2356,30000.0,732,Debt Consolidation,RENT,OR,Office,2019,0,1
15000,36,0.198,39520.0,662,Credit Card Refinancing,RENT,TX,Sales,2019,9,0
35000,36,4.61,90000.0,635,other,rent,FL,IT/Engineering,2019,< 1 year,0
36000,36,0.2166,115000.0,712,Home Improvement,MORTGAGE,UT,IT/Engineering,2019,6,0
15125,36,0.289,49000.0,712,Debt Consolidation,MORTGAGE,GA,,2019,0,0
19050,36,13.3,160000.0,675,debt_consolidation,own,OR,Sales,2019,< 1 year,0
1400,36,0.2684,30000.0,672,Debt Consolidation,RENT,NJ,Customer Service,2019,7,0
30000,36,13.32,111000.0,730,debt_consolidation,mortgage,CA,Office,2020,1 year,0
20000,60,0.1851,75000.0,687,Other,RENT,VT,IT/Engineering,2019,0,0
10625,36,0.2403,73500.0,697,Home Improvement,MORTGAGE,OH,Skilled Labor,2020,2,0
3500,36,0.1144,40000.0,712,Debt Consolidation,OWN,PA,Construction/Labor,2020,1,0
30000,60,0.0941,100000.0,672,Debt Consolidation,RENT,MN,Real Estate,2019,9,0
11800,36,0.2187,50000.0,667,Credit Card Refinancing,RENT,CA,,2019,< 1 year,1
35000,60,0.1531,140000.0,677,Debt Consolidation,RENT,MA,Skilled Labor,2019,7,0
10500,36,0.1579,45000.0,727,Debt Consolidation,MORTGAGE,CO,Unknown,2017,5,0
26500,60,0.1323,150000.0,707,Other,OWN,VA,Sales,2019,10,1
21275,60,16.25,165000.0,605,debt_consolidation,mortgage,CA,Sales,2019,7 years,1
21850,36,0.3752,80000.0,732,Credit Card Refinancing,RENT,FL,,2018,< 1 year,1
10625,36,0.2469,40000.0,732,Credit Card Refinancing,MORTGAGE,IN,,2020,0,0
24000,60,0.16899999999999998,256400.0,667,Credit Card Refinancing,MORTGAGE,MO,Legal/Government/Police,2019,10,0
6000,36,4.27,30667.0,665,home_improvement,mortgage,ID,,2019,,0
2500,36,0.22699999999999998,9252.0,677,Credit Card Refinancing,RENT,LA,,2019,,0
12000,60,0.3067,56000.0,727,Other,MORTGAGE,FL,Office,2019,6,0
30700,60,0.3931,260000.0,692,Credit Card Refinancing,MORTGAGE,VA,Others,2020,2,0
6400,36,0.1466,92500.0,672,Debt Consolidation,MORTGAGE,FL,Health care,2019,0,0
3600,36,8.41,58512.0,665,debt_consolidation,rent,OH,Office,2020,5 years,0
24000,36,0.2823,119000.0,672,Debt Consolidation,MORTGAGE,AR,Health care,2018,8,1
11475,60,0.3215,82000.0,677,Moving or Relocation,RENT,IL,IT/Engineering,2019,5,0
6600,36,0.2317,53000.0,662,Credit Card Refinancing,RENT,CA,Construction/Labor,2019,3,0
15000,60,0.1071,88000.0,712,Debt Consolidation,RENT,CA,Skilled Labor,2019,7,0
10350,36,0.2862,40000.0,702,Debt Consolidation,MORTGAGE,TX,Health care,2019,2,0
15000,60,0.2353,58000.0,682,Credit Card Refinancing,RENT,CA,Skilled Labor,2019,1,0
10000,60,0.3049,91000.0,702,Credit Card Refinancing,RENT,NY,Construction/Labor,2019,3,0
30000,36,0.1569,128000.0,712,Business,RENT,CA,,2019,< 1 year,1
20000,60,0.1896,85000.0,667,Debt Consolidation,MORTGAGE,FL,Customer Service,2018,4,0
34025,60,0.1178,78000.0,662,Debt Consolidation,RENT,CA,Others,2019,2,1
27000,60,0.0668,115000.0,677,Credit Card Refinancing,RENT,AZ,Others,2019,0,0
35000,36,14.2,350000.0,615,credit_card,mortgage,MS,IT/Engineering,2018,10+ years,0
10000,36,0.2119,55000.0,712,Debt Consolidation,MORTGAGE,NE,Skilled Labor,2018,4,0
10200,36,0.2309,45000.0,662,Other Major Purchase,OWN,KY,Others,2019,5,0
35000,60,0.2747,104551.0,797,Debt Consolidation,RENT,WA,Legal/Government/Police,2020,8,0
10000,60,2.73,120000.0,695,debt_consolidation,mortgage,LA,,2019,< 1 year,0
1000,36,0.2499,45000.0,677,Other,MORTGAGE,IL,Construction/Labor,2019,6,0
22325,36,0.125,65000.0,667,Credit Card Refinancing,RENT,FL,Others,2019,1,0
15000,36,0.2093,80000.0,677,Debt Consolidation,RENT,CA,Education,2018,3,0
8000,36,0.226,35000.0,662,Debt Consolidation,OWN,CA,,2018,,0
40000,60,0.1285,97000.0,777,Debt Consolidation,MORTGAGE,TX,Skilled Labor,2019,5,0
8400,36,0.2081,70000.0,667,Debt Consolidation,RENT,AR,Others,2019,3,1
12000,60,13.76,75000.0,650,debt_consolidation,rent,WA,Skilled Labor,2020,2 years,0
10000,36,5.76,225000.0,685,home_improvement,mortgage,CA,,2019,< 1 year,0
18300,60,0.1302,140000.0,672,Debt Consolidation,MORTGAGE,IL,Office,2019,4,1
12000,60,0.1722,89000.0,662,Debt Consolidation,RENT,NY,Food/Hospitality,2018,0,0
14500,60,0.2513,36000.0,687,Debt Consolidation,RENT,OR,Office,2020,3,0
5300,36,0.1771,95000.0,677,Debt Consolidation,RENT,NM,Others,2019,2,0
16475,36,0.1612,185000.0,672,Credit Card Refinancing,RENT,FL,Others,2019,2,0
24000,60,6.69,130000.0,750,debt_consolidation,mortgage,TX,IT/Engineering,2019,1 year,0
27000,60,0.172,62652.0,752,Debt Consolidation,MORTGAGE,CA,,2019,,0
25000,36,0.3866,79000.0,722,Debt Consolidation,RENT,MO,,2019,< 1 year,0
16000,36,19.54,101480.0,670,debt_consolidation,rent,FL,Skilled Labor,2019,10+ years,0
38500,60,0.2343,115000.0,707,Debt Consolidation,MORTGAGE,FL,Office,2019,6,1
16000,60,0.1324,170000.0,717,Debt Consolidation,MORTGAGE,CA,Others,2020,12,0
12500,60,0.0835,38362.5,697,Debt Consolidation,MORTGAGE,AL,Others,2018,2,0
25000,60,0.2791,58000.0,687,Debt Consolidation,RENT,NJ,Legal/Government/Police,2019,10,1
7425,36,0.2215,35000.0,722,Debt Consolidation,RENT,TN,,2019,,0
18000,36,0.2172,135000.0,682,Debt Consolidation,MORTGAGE,NC,Others,2019,10,0
12500,60,0.2351,64000.0,712,Credit Card Refinancing,MORTGAGE,WA,Office,2019,3,0
21275,60,0.1956,57750.0,687,Debt Consolidation,RENT,WA,Office,2019,1,0
10000,60,0.1736,80000.0,662,Debt Consolidation,MORTGAGE,FL,Construction/Labor,2019,7,0
17500,36,0.2376,80000.0,687,Credit Card Refinancing,MORTGAGE,CT,Skilled Labor,2018,10,0
20000,36,0.0665,50000.0,662,Debt Consolidation,RENT,NJ,Driver/Transportation,2018,2,1
10000,36,0.0233,90000.0,672,Home Improvement,MORTGAGE,NJ,Others,2019,2,0
3500,36,0.3232,46000.0,692,Credit Card Refinancing,OWN,TN,Unknown,2018,10,0
16000,36,0.2007,80000.0,712,Debt Consolidation,MORTGAGE,NV,,2019,,0
8000,36,0.2552,137000.0,672,Home Improvement,OWN,MD,Skilled Labor,2018,10,0
24000,36,0.2169,53000.0,672,Debt Consolidation,RENT,NJ,Travel,2019,0,0
21600,36,0.3053,45000.0,687,Home Improvement,OWN,NJ,Food/Hospitality,2018,9,0
5000,36,0.1487,52285.0,692,Moving or Relocation,RENT,TN,Office,2018,2,0
19125,36,0.3834,55000.0,677,Debt Consolidation,MORTGAGE,FL,Construction/Labor,2020,10,0
15000,36,0.1222,60000.0,707,Credit Card Refinancing,RENT,CA,Health care,2018,10,0
2400,36,0.2069,80000.0,667,Debt Consolidation,MORTGAGE,IL,Others,2019,4,0
21275,36,0.2109,184000.0,732,Debt Consolidation,OWN,TX,IT/Engineering,2019,3,0
30000,60,7.37,160000.0,685,credit_card,rent,NJ,,2020,< 1 year,0
20000,60,0.0574,141000.0,667,Debt Consolidation,MORTGAGE,AK,Legal/Government/Police,2019,12,1
32000,60,0.1392,95000.0,757,Debt Consolidation,MORTGAGE,CA,Office,2019,1,0
18000,60,0.303,69200.0,667,Debt Consolidation,MORTGAGE,FL,Office,2019,10,0
10000,36,0.3411,45000.0,737,Debt Consolidation,RENT,WI,Office,2019,9,0
30000,60,0.2811,135273.29,702,Debt Consolidation,MORTGAGE,NH,Health care,2019,22,0
8000,36,0.1526,225000.0,707,Debt Consolidation,RENT,IL,IT/Engineering,2019,8,0
15000,36,0.2143,62000.0,682,Credit Card Refinancing,OWN,MD,Skilled Labor,2019,2,0
10000,36,0.34700000000000003,60000.0,702,Credit Card Refinancing,MORTGAGE,FL,Office,2018,10,0
15000,60,0.2489,50000.0,687,Debt Consolidation,MORTGAGE,OR,Others,2019,7,0
34025,60,0.2205,90000.0,697,Credit Card Refinancing,MORTGAGE,KS,Skilled Labor,2019,7,0
16000,60,9.91,78000.0,680,home_improvement,mortgage,VA,Others,2018,10+ years,0
15000,36,0.1405,45000.0,732,Debt Consolidation,MORTGAGE,TX,Unknown,2018,4,1
38000,36,0.3677,105000.0,682,Credit Card Refinancing,MORTGAGE,MO,Sales,2019,1,0
25000,60,0.1102,50653.0,712,Debt Consolidation,MORTGAGE,FL,Education,2018,7,0
7800,36,7.32,60000.0,690,debt_consolidation,mortgage,RI,,2019,< 1 year,0
35000,36,7.29,112000.0,715,debt_consolidation,mortgage,CA,Office,2019,1 year,1
5500,36,0.2522,62000.0,702,Credit Card Refinancing,RENT,AL,Skilled Labor,2019,10,0
35000,36,0.1007,234000.0,712,Debt Consolidation,MORTGAGE,NJ,,2019,,0
19125,60,0.0886,60000.0,677,Debt Consolidation,MORTGAGE,ID,Small Business,2019,0,0
15000,60,0.3758,48000.0,737,Business,RENT,CA,Health care,2020,16,0
24650,60,0.3452,110000.0,692,Debt Consolidation,MORTGAGE,OH,Others,2019,0,0
13275,60,0.1434,42000.0,672,Credit Card Refinancing,RENT,IN,Skilled Labor,2019,5,0
20000,60,23.69,70000.0,700,debt_consolidation,mortgage,LA,Office,2019,3 years,0
24125,36,0.397,60000.0,712,Debt Consolidation,RENT,GA,Office,2020,7,0
10000,60,299.14,7000.0,730,debt_consolidation,mortgage,PA,,2018,,0
10000,36,0.2468,80000.0,702,Credit Card Refinancing,OWN,KS,Health care,2018,10,0
13875,36,16.5,185000.0,715,credit_card,mortgage,TX,Sales,2018,< 1 year,0
13825,60,0.1571,107000.0,697,Credit Card Refinancing,MORTGAGE,NV,Skilled Labor,2020,10,0
8000,36,0.1513,51000.0,692,Debt Consolidation,MORTGAGE,CT,Small Business,2018,10,0
15950,60,32.35,45150.0,725,debt_consolidation,own,NM,,2018,,0
28000,60,35.1,48000.0,690,debt_consolidation,rent,MD,,2020,,0
10000,60,0.2861,51000.0,707,Debt Consolidation,RENT,MN,Others,2019,4,0
24000,60,0.2762,110000.0,667,Debt Consolidation,RENT,CA,Others,2019,5,0
40000,36,0.2496,70000.0,722,Debt Consolidation,MORTGAGE,OH,,2019,< 1 year,0
18000,36,0.1507,130000.0,667,Credit Card Refinancing,MORTGAGE,TX,Office,2019,5,0
4000,36,0.2212,60000.0,672,Home Improvement,RENT,NJ,,2019,,0
24000,36,0.3578,65000.0,677,Debt Consolidation,RENT,HI,Education,2019,7,0
40000,60,0.0945,150000.0,702,Credit Card Refinancing,RENT,FL,Others,2019,23,0
24000,60,0.2902,39000.0,702,Credit Card Refinancing,RENT,RI,Unknown,2018,2,0
8000,36,0.0821,80000.0,692,Credit Card Refinancing,MORTGAGE,NY,Office,2020,4,0
20000,36,0.3204,68500.0,662,Debt Consolidation,RENT,TX,Education,2020,22,0
12750,60,0.0754,135000.0,697,Credit Card Refinancing,MORTGAGE,CA,Travel,2019,11,0
5000,36,0.1478,45969.0,682,Medical Expenses,RENT,CA,Unknown,2019,6,1
22525,60,28.52,30000.0,675,debt_consolidation,rent,FL,,2018,,0
25000,36,18.03,118000.0,765,debt_consolidation,mortgage,CA,Others,2018,9 years,0
35000,60,0.2141,109000.0,687,Debt Consolidation,OWN,GA,Driver/Transportation,2019,12,0
5400,36,0.23,80500.0,662,Debt Consolidation,RENT,NJ,Others,2020,10,0
25000,60,0.2404,65000.0,687,Credit Card Refinancing,RENT,AZ,Skilled Labor,2019,3,1
30300,60,0.273,55000.0,682,Credit Card Refinancing,OWN,MN,Office,2019,4,0
3000,36,0.1381,68644.0,682,Debt Consolidation,RENT,KY,Education,2019,3,0
16000,60,0.2696,119000.0,667,Debt Consolidation,RENT,NV,Others,2019,3,0
14000,36,0.1408,110000.0,677,Debt Consolidation,MORTGAGE,AZ,Office,2019,2,0
10000,36,0.0956,86000.0,677,Debt Consolidation,RENT,TX,,2019,,0
20000,60,0.3302,60000.0,697,Credit Card Refinancing,MORTGAGE,FL,,2019,0,0
40000,36,0.067,145000.0,707,Debt Consolidation,RENT,NY,Others,2019,2,0
7000,36,0.2691,40000.0,732,Debt Consolidation,MORTGAGE,CT,Education,2018,5,0
5000,36,0.0335,72000.0,662,Credit Card Refinancing,MORTGAGE,MN,,2020,,0
16575,60,0.1256,125000.0,672,Credit Card Refinancing,MORTGAGE,CA,,2019,,0
15000,60,0.231,76000.0,692,Credit Card Refinancing,RENT,MA,Sales,2018,3,0
25000,36,0.0807,298000.0,677,Debt Consolidation,MORTGAGE,CA,Others,2019,6,0
15000,60,0.1744,78683.0,687,Medical Expenses,MORTGAGE,FL,Health care,2019,0,0
1500,36,0.11800000000000001,24000.0,672,Medical Expenses,RENT,OH,,2019,,0
40000,36,0.2703,155934.0,727,Debt Consolidation,MORTGAGE,PA,Others,2019,16,0
12000,36,0.23800000000000002,181000.0,722,Debt Consolidation,RENT,MD,Office,2018,9,0
15000,36,0.0572,150000.0,752,Home Improvement,MORTGAGE,UT,Real Estate,2018,10,0
10000,60,0.3285,135000.0,692,Home Improvement,MORTGAGE,KS,Office,2019,17,0
15000,60,0.3401,95000.0,687,Other,MORTGAGE,MI,Unknown,2019,10,0
6000,36,0.0259,63000.0,762,Debt Consolidation,RENT,CO,IT/Engineering,2018,0,0
15375,36,0.057,42739.0,712,Debt Consolidation,OWN,NC,,2019,< 1 year,0
7125,36,0.1278,108000.0,667,Debt Consolidation,MORTGAGE,CA,IT/Engineering,2019,1,0
8500,36,27.52,60000.0,685,debt_consolidation,mortgage,GA,Sales,2020,5 years,0
32000,60,0.2277,82000.0,707,Debt Consolidation,MORTGAGE,GA,Office,2019,0,0
10400,60,12.82,69000.0,505,credit_card,rent,VA,Others,2019,10+ years,0
20000,60,10.42,175000.0,745,debt_consolidation,mortgage,ND,Small Business,2019,10+ years,0
7000,36,0.1714,53000.0,677,Debt Consolidation,RENT,NJ,Others,2020,19,0
28000,60,0.0378,450000.0,722,Debt Consolidation,MORTGAGE,WA,Others,2019,1,0
6000,36,0.2158,75000.0,662,Credit Card Refinancing,MORTGAGE,TX,Legal/Government/Police,2020,2,0
29500,36,0.2933,71000.0,702,Credit Card Refinancing,MORTGAGE,IL,Office,2018,3,0
11000,60,0.0928,52000.0,702,Debt Consolidation,RENT,MN,Office,2020,2,0
22400,36,0.1355,72000.0,662,Debt Consolidation,RENT,TX,Others,2019,8,0
10000,60,0.156,72000.0,707,Debt Consolidation,RENT,IL,Office,2019,13,0
10000,36,0.2892,80000.0,692,Credit Card Refinancing,RENT,CA,Health care,2019,5,1
11200,36,0.1459,61200.0,797,Debt Consolidation,OWN,FL,Others,2018,6,0
32000,60,0.1366,98600.0,697,Debt Consolidation,MORTGAGE,AZ,Legal/Government/Police,2019,10,0
8000,36,0.2662,65000.0,667,Debt Consolidation,MORTGAGE,NJ,Office,2019,3,0
21275,36,0.355,138560.0,702,Debt Consolidation,MORTGAGE,OH,Legal/Government/Police,2019,9,0
15000,60,0.1758,83000.0,667,Debt Consolidation,RENT,IL,Others,2019,23,0
40000,36,0.32799999999999996,265000.0,707,Credit Card Refinancing,MORTGAGE,MD,Others,2019,4,0
3000,36,0.0801,40000.0,662,Other Major Purchase,OWN,TX,Others,2018,10,0
25000,60,0.1235,105000.0,662,Debt Consolidation,MORTGAGE,WI,Office,2019,0,0
17000,60,20.4,52000.0,795,debt_consolidation,mortgage,NC,Others,2018,10+ years,0
7200,36,0.1167,180000.0,722,Debt Consolidation,RENT,CO,Others,2020,3,0
10000,36,0.1395,115000.0,722,Home Improvement,MORTGAGE,IL,Others,2018,1,0
16700,60,0.2883,92000.0,677,Debt Consolidation,RENT,FL,Health care,2019,15,0
20000,60,0.115,125000.0,682,Credit Card Refinancing,RENT,GA,,2019,< 1 year,0
20000,60,0.1539,230000.0,692,Debt Consolidation,MORTGAGE,SD,Unknown,2019,10,0
12850,60,0.2638,26520.0,667,Debt Consolidation,RENT,FL,,2019,,0
31925,60,16.34,168000.0,720,debt_consolidation,rent,CA,Office,2019,10+ years,1
12500,60,0.0868,61000.0,767,Other,RENT,WA,Unknown,2020,0,0
12000,60,0.2732,38000.0,702,Credit Card Refinancing,RENT,KS,Driver/Transportation,2020,1,0
12000,36,0.2905,83000.0,742,Debt Consolidation,MORTGAGE,OK,Office,2020,4,0
6000,36,0.1109,72300.0,672,Debt Consolidation,RENT,ID,Skilled Labor,2020,1,0
15000,60,0.2999,62395.0,682,Credit Card Refinancing,RENT,VA,Office,2019,2,0
12000,60,0.2688,145000.0,677,Other,MORTGAGE,CA,Unknown,2019,2,0
26300,36,13.64,150000.0,730,home_improvement,mortgage,CA,Health care,2020,8 years,0
11750,60,0.2008,56233.0,672,Credit Card Refinancing,RENT,GA,Office,2018,2,0
18000,36,0.2235,40000.0,742,Debt Consolidation,RENT,NV,Health care,2018,2,0
21275,60,0.2209,130000.0,687,Debt Consolidation,MORTGAGE,TX,Health care,2019,5,0
40000,36,0.3685,85000.0,717,Credit Card Refinancing,MORTGAGE,NY,,2019,,0
35000,36,0.16899999999999998,60000.0,712,Business,RENT,CA,,2019,< 1 year,1
10000,36,0.3386,32540.0,692,Credit Card Refinancing,RENT,VA,Customer Service,2019,3,0
21775,60,0.2826,40000.0,672,Credit Card Refinancing,RENT,NJ,Skilled Labor,2020,2,1
30000,36,23.0,43000.0,710,credit_card,rent,NC,Education,2018,8 years,0
15000,36,0.1366,90000.0,687,Debt Consolidation,RENT,TN,,2019,< 1 year,0
15000,36,0.1093,130000.0,667,Debt Consolidation,RENT,GA,Others,2018,0,0
30000,60,0.013000000000000001,300000.0,747,Credit Card Refinancing,MORTGAGE,NY,Others,2019,10,0
40000,36,0.0295,92000.0,757,Debt Consolidation,RENT,CA,Office,2018,7,0
30000,60,0.1304,60000.0,712,Home Improvement,MORTGAGE,CT,Office,2020,14,0
13000,36,0.0894,64999.0,672,Credit Card Refinancing,RENT,CA,Skilled Labor,2020,6,0
28000,36,0.2298,133000.0,677,Debt Consolidation,MORTGAGE,FL,Others,2019,21,0
6375,36,0.2346,85000.0,722,Credit Card Refinancing,RENT,FL,Others,2019,11,0
8000,36,0.1751,165000.0,697,Credit Card Refinancing,MORTGAGE,OH,Office,2020,7,0
20000,60,0.3364,65000.0,712,Debt Consolidation,OWN,TX,Health care,2019,12,0
10625,36,22.28,60000.0,680,debt_consolidation,own,FL,Education,2019,2 years,0
12800,60,0.3034,53128.0,672,Debt Consolidation,MORTGAGE,NJ,Office,2018,10,0
6500,36,0.256,30000.0,662,Credit Card Refinancing,RENT,MS,Office,2019,10,0
11200,36,0.1182,52096.0,692,Debt Consolidation,MORTGAGE,MI,Skilled Labor,2018,8,0
15500,60,15.8,39284.0,775,debt_consolidation,mortgage,VA,,2018,,0
10000,36,0.1211,35000.0,682,Credit Card Refinancing,OWN,IN,Office,2019,5,0
19200,36,0.2414,52000.0,707,Debt Consolidation,RENT,DC,Food/Hospitality,2019,3,0
10475,36,0.2064,150000.0,747,Home Improvement,OWN,FL,Office,2018,2,0
16000,60,0.2547,31000.0,687,Debt Consolidation,RENT,NY,,2018,0,0
2400,36,8.27,18000.0,675,other,rent,ID,,2019,,0
16200,60,0.1898,65000.0,727,Debt Consolidation,RENT,ME,,2020,,0
20000,36,0.2052,80000.0,682,Debt Consolidation,MORTGAGE,RI,Driver/Transportation,2018,8,0
10000,36,16.06,140000.0,625,debt_consolidation,mortgage,TX,Unknown,2018,10+ years,1
40000,60,14.46,78000.0,765,debt_consolidation,mortgage,CA,Health care,2019,10+ years,0
10000,36,0.1564,70000.0,697,Business,RENT,TX,,2020,< 1 year,0
10000,36,0.1757,50000.0,692,Debt Consolidation,RENT,CA,Driver/Transportation,2018,5,0
10000,36,0.2465,33000.0,672,Debt Consolidation,RENT,TX,Driver/Transportation,2019,7,0
4500,36,0.0971,63000.0,667,Other Major Purchase,RENT,FL,Driver/Transportation,2018,4,0
35000,36,0.1137,155000.0,717,Debt Consolidation,RENT,OR,Others,2020,5,0
4000,36,0.1247,41376.0,682,Home Improvement,OWN,CA,,2019,0,0
12000,36,12.47,176000.0,645,debt_consolidation,mortgage,AR,Others,2019,< 1 year,0
12275,36,0.3703,54392.92,687,Debt Consolidation,MORTGAGE,FL,,2018,,0
1000,36,17.83,118000.0,685,major_purchase,mortgage,AL,Office,2019,10+ years,0
4000,36,0.2443,20000.0,692,Debt Consolidation,OWN,TX,,2019,,0
25525,60,0.1936,90432.0,672,Debt Consolidation,MORTGAGE,OK,Skilled Labor,2020,2,0
12750,60,0.2233,132000.0,717,Home Improvement,MORTGAGE,FL,Skilled Labor,2020,4,0
8525,36,0.1398,80000.0,662,Home Improvement,MORTGAGE,OK,Others,2019,5,0
20000,60,0.2554,63000.0,687,Debt Consolidation,RENT,KY,Others,2019,0,0
22400,60,0.1501,71000.0,767,Debt Consolidation,RENT,CA,Office,2019,3,0
10000,36,0.2487,40000.0,677,Other,MORTGAGE,SC,Driver/Transportation,2018,3,0
10000,36,0.2355,72000.0,702,Debt Consolidation,RENT,PA,Others,2019,0,0
10000,36,0.3398,35000.0,677,Debt Consolidation,OWN,CA,Skilled Labor,2019,0,0
14000,36,0.2254,50900.0,702,Other,MORTGAGE,CO,,2018,,0
30000,60,0.2395,72000.0,662,Debt Consolidation,RENT,GA,Education,2019,12,0
15000,36,0.2711,53000.0,712,Debt Consolidation,MORTGAGE,TX,Real Estate,2018,2,0
20000,60,0.14300000000000002,60000.0,707,Business,RENT,WA,Small Business,2019,1,1
22000,36,0.1205,50200.0,702,Debt Consolidation,OWN,MA,Others,2018,7,0
8450,36,0.1174,52000.0,662,Debt Consolidation,RENT,OR,Office,2018,2,0
20175,60,0.2463,140000.0,667,Debt Consolidation,MORTGAGE,CT,Office,2018,10,0
20000,36,0.1295,88500.0,662,Credit Card Refinancing,MORTGAGE,NC,Legal/Government/Police,2018,10,0
14000,60,0.2857,79500.0,742,Debt Consolidation,RENT,CA,Office,2019,6,0
40000,60,0.2981,78102.0,747,Debt Consolidation,OWN,KY,,2019,,0
30000,36,0.166,190000.0,672,Debt Consolidation,OWN,MO,IT/Engineering,2020,5,0
22975,36,0.2875,110000.0,682,Debt Consolidation,RENT,TX,Health care,2019,1,1
30000,36,0.1043,95000.0,692,Credit Card Refinancing,OWN,NJ,Others,2018,7,1
19200,36,0.2647,120000.0,677,Other,RENT,MI,Driver/Transportation,2019,15,0
20200,60,0.2514,52520.0,712,Debt Consolidation,MORTGAGE,PA,Health care,2019,13,0
10625,60,0.0667,98000.0,702,Other Major Purchase,RENT,GA,Sales,2020,0,0
